season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary,writer,views,month,central_perk_loc,monicas_loc,chandlers_loc,ross_loc,monicas_lines,rachel_lines,ross_lines,phoebe_lines,joey_lines,chandler_lines,all_lines,num_guest_stars,common_director,epi_type,catchphrases,title_about,gunther,janice,richard,heckles,frank,estelle,ursula,part_1,rat_grouped
10,1, The One After Joey and Rachel Kiss ,Kevin Bright (as Kevin S. Bright)    , 25 September 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Anne Dudek', 'Cali Sheldon']",8.5,3166,Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.,Andrew Reich & Ted Cohen,24.54,9,0.0,0.4,0.1,0.1,0.12427745664739884,0.18497109826589594,0.1936416184971098,0.13872832369942195,0.13583815028901733,0.11560693641618497,0.0,0,Kevin Bright,prem,0,"['rachel', 'joey']",0,0,0,0,0,0,0,0,av
10,2, The One Where Ross Is Fine ,Ben Weiss , 2 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Jim Meskimen', 'Allisyn Snyder', 'Dante Pastula', 'John Damien Ryan', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Daryl Sabara', 'Kellie Waymire', 'Sierra Marcoux', 'Mary Castro', 'James Michael Tyler']",8.8,3419,Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.,Sherry Bilsing-Graham & Ellen Plummer,22.38,10,0.3076923076923077,0.0,0.15384615384615385,0.38461538461538464,0.09163346613545817,0.11553784860557768,0.1752988047808765,0.11952191235059761,0.1593625498007968,0.099601593625498,0.0,0,Ben Weiss,reg,4,['ross'],1,0,0,0,1,0,0,0,above
10,3, The One with Ross's Tan ,Gary Halvorson , 9 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Luis Antonio Ramos', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jennifer Coolidge', 'Iris Bahr']",8.8,3326,Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.,Brian Buckner,21.87,10,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.16923076923076924,0.16538461538461538,0.12692307692307692,0.1076923076923077,0.18076923076923077,0.14615384615384616,0.0,1,Gary Halvorson,reg,0,['ross'],0,0,0,0,0,0,0,0,above
10,4, The One with the Cake ,Gary Halvorson , 23 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'June Gable', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Christina Pickles', 'Cali Sheldon']",8.3,2872,"On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed.",Robert Carlock,18.77,10,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.13454545454545455,0.1781818181818182,0.16727272727272727,0.12363636363636364,0.1781818181818182,0.12727272727272726,0.0036363636363636364,0,Gary Halvorson,reg,1,other,0,0,0,0,0,1,0,0,av
10,5, The One Where Rachel's Sister Babysits ,Roger Christiansen , 30 October 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paul Rudd', 'Cali Sheldon', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christina Applegate', 'Aisha Tyler', 'John Rhymes', 'Noelle Sheldon']",8.2,2856,Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.,Dana Klein Borkow,19.37,10,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,0.08708708708708708,0.22822822822822822,0.1111111111111111,0.10810810810810811,0.1111111111111111,0.07807807807807808,0.003003003003003003,1,other,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
10,6, The One with Ross' Grant ,Ben Weiss , 6 November 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Aisha Tyler', 'Cathy Lind Hayes', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Greg Kinnear', 'Ming Lo', 'Cali Sheldon']",8.2,2897,Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.,Sebastian Jones,20.38,11,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.05555555555555555,0.09900990099009901,0.13861386138613863,0.1782178217821782,0.09570957095709572,0.132013201320132,0.11551155115511551,0.009900990099009901,1,Ben Weiss,reg,0,['ross'],0,0,0,0,0,0,0,0,below
10,7, The One with the Home Study ,Kevin Bright (as Kevin S. Bright)    , 13 November 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maria Pitillo', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Matt Winston', 'Cali Sheldon']",8.3,2760,Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.,Mark Kunerth,20.21,11,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.11355311355311355,0.1282051282051282,0.14652014652014653,0.13186813186813187,0.09157509157509157,0.15384615384615385,0.0,0,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,av
10,8, The One with the Late Thanksgiving ,Gary Halvorson , 20 November 2003,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry']",8.9,3352,"Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late.",Shana Goldberg-Meehan,20.66,11,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.16363636363636364,0.16666666666666666,0.16666666666666666,0.14545454545454545,0.19696969696969696,0.1484848484848485,0.006060606060606061,0,Gary Halvorson,reg,0,other,0,0,0,0,0,0,0,0,above
10,9, The One with the Birth Mother ,David Schwimmer , 8 January 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', ""Jim O'Heir"", 'Jorge Luis Abreu', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Anna Faris', 'Annie Parisse', 'Carla Toutz']",8.6,2900,"After Rachel confirms Joey is more mature in relationships, Phoebe presents him to another friend as date, Sarah, who fails alas to respect his primordial rule by touching food in his plate...                    See full summary »",Scott Silveri,25.49,1,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.0,0.14022140221402213,0.08118081180811808,0.1033210332103321,0.11439114391143912,0.19557195571955718,0.15498154981549817,0.0,1,David Schwimmer,reg,3,other,0,0,0,0,0,0,0,0,av
10,10, The One Where Chandler Gets Caught ,Gary Halvorson , 15 January 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cali Sheldon', 'James Michael Tyler']",8.0,2787,Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his ...                    See full summary »,Doty Abrams,26.68,1,0.42857142857142855,0.0,0.0,0.0,0.2326388888888889,0.16319444444444445,0.14583333333333334,0.14930555555555555,0.1076388888888889,0.19444444444444445,0.003472222222222222,0,Gary Halvorson,reg,0,['chandler'],1,0,0,0,0,0,0,0,below
10,11, The One Where the Stripper Cries ,Kevin Bright (as Kevin S. Bright)    , 5 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ellen Pompeo', 'Gregory Jbara', 'Kimberley Davies', 'Cyndi Martino', 'Valerie Anastasias', 'Garrison Taylor', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Danny DeVito', 'Donny Osmond', 'Leslie Charleson', 'Ryan Carlberg', 'Matthew Mullany', 'George Adams', 'John O. Nelson']",9.0,3740,Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.,David Crane & Marta Kauffman,24.91,2,0.0625,0.25,0.0625,0.0,0.11246200607902736,0.08206686930091185,0.19756838905775076,0.0851063829787234,0.11246200607902736,0.1641337386018237,0.0,3,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,above
10,12, The One with Phoebe's Wedding ,Kevin Bright (as Kevin S. Bright)    , 12 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Cristine Rose', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Gregory Itzin', 'Chris McNair']",8.9,3210,Chaos ensues as Phoebe and Mike prepare to get married.,Robert Carlock & Dana Klein Borkow,25.9,2,0.25,0.16666666666666666,0.25,0.0,0.1523809523809524,0.08888888888888889,0.1365079365079365,0.2253968253968254,0.1365079365079365,0.13015873015873017,0.0,0,Kevin Bright,reg,0,['phoebe'],1,0,0,0,0,0,0,0,above
10,13, The One Where Joey Speaks French ,Gary Halvorson , 19 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ron Leibman', 'Alex Craig Mann', 'Ray Quiroga', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Anna Faris', 'Hira Ambrosino', 'Tim Rhoze', 'André Fortin']",8.5,3088,Phoebe tries to teach Joey to speak French for an audition; Ross and Rachel head out to Long Island after her dad has a heart attack.,Sherry Bilsing-Graham & Ellen Plummer,24.27,2,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.0,0.09235668789808917,0.20382165605095542,0.2356687898089172,0.13694267515923567,0.14012738853503184,0.08598726114649681,0.0031847133757961785,1,Gary Halvorson,reg,0,['joey'],0,0,0,0,0,0,0,0,av
10,14, The One with Princess Consuela ,Gary Halvorson , 26 February 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dakota Fanning', 'James Michael Tyler', 'Brent Spiner', 'Helen Eigenberg', 'Craig Robinson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paul Rudd', 'Steven Eckholdt', 'Steve Ireland', 'Tom Dugan', 'Mary Margaret Lewis', 'Alex Ball']",8.6,3032,"When Phoebe goes to get her name changed she realizes she can change it to anything she wants, so she changes it to Princess Consuela Banana Hammock, to Mike's displeasure. Chandler finds ...                    See full summary »",Robert Carlock & Tracy Reilly,22.83,2,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.0,0.10658307210031348,0.1536050156739812,0.12225705329153605,0.15987460815047022,0.12225705329153605,0.09090909090909091,0.003134796238244514,2,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,av
10,15, The One Where Estelle Dies ,Gary Halvorson , 22 April 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jane Lynch', 'E.J. Callahan', 'Noelle Sheldon', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Steve Ireland', 'Maggie Wheeler', 'Cali Sheldon']",8.5,2812,"Ross tries to get Rachel to go back to Ralph Lauren, Joey doesn't know that his agent has died, and Monica and Chandler bump into Janice.",Mark Kunerth & David Crane & Marta Kauffman,22.64,4,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.09361702127659574,0.1276595744680851,0.20851063829787234,0.13617021276595745,0.12340425531914893,0.14042553191489363,0.0,1,Gary Halvorson,reg,0,other,0,1,0,0,0,0,0,0,av
10,16, The One with Rachel's Going Away Party ,Gary Halvorson , 29 April 2004,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Anna Faris']",8.9,3189,"The gang throws Rachel a goodbye party, during which she says goodbye to everybody individually.",Andrew Reich & Ted Cohen,24.51,4,0.0,0.5,0.07142857142857142,0.07142857142857142,0.20610687022900764,0.16793893129770993,0.17557251908396945,0.11450381679389313,0.11450381679389313,0.16030534351145037,0.011450381679389313,1,Gary Halvorson,reg,0,['rachel'],0,0,0,0,0,0,0,0,above
10,17, The Last One ,Kevin Bright (as Kevin S. Bright)    , 6 May 2004,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Anna Faris'"", "" 'James Michael Tyler'"", "" 'Carole Gutierrez'"", "" 'Anthony Cistaro'"", "" 'Brian Palermo'"", "" 'Vincent Boyle'"", "" 'J Graigory'"", "" 'Angelika Roberts'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Paul Rudd'"", "" 'John Rubinstein'"", "" 'Jim Rash'"", "" 'Jason Kravits'"", "" 'Manao DeMuth'"", "" 'Michelle Pereira'"", "" 'Edward James Gage'"", "" 'Jeannette Papineau'"", "" 'Billy Dec'"", "" 'Paula Newsome'""]",9.625050529069075,8411,"Erica gives birth to the baby that Monica and Chandler are adopting. However, there's one small added surprise. Meanwhile, Ross and Rachel sleep together one last time before Rachel leaves ...                    See full summary » Phoebe races Ross to the airport in a bid to stop Rachel from leaving for Paris. Monica and Chandler pack up their apartment ahead of their move to their new house, and Joey buys Chandler a new chick and duck as a leaving present.",Marta Kauffman & David Crane,52.46,5,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.12020905923344948,0.1254355400696864,0.19337979094076654,0.1480836236933798,0.14634146341463414,0.14111498257839722,0.0,2,Kevin Bright,fin,0,other,0,0,0,0,0,0,0,1,above
